TAB_ID,title,abstract,journal,pmid,radiotracer_1_abstract,radiotracer_2_abstract,protein_1_abstract,DNA_1_abstract,cell_line_1_abstract
2586,"MR imaging as a precise technique to evaluate skull-base tumor volume: Comparison of CT, MR imaging and FDG PET from murine and clinical data.","In spite of the many imaging modalities used in clinics, the one that best reflects the true delineation of skull-base (infratemporal fossa, ITF) malignancies is still unknown. In order to compare the tumor recognition capabilities of different imaging modalities, established murine models and patients with skull-base tumors were evaluated by computer tomography (CT), magnetic resonance (MR) imaging, and fluorine-18 fluorodeoxyglucose (18FDG) positron emission tomography (PET) for delineation of gross tumor volume (GTV). PET, MR imaging, and CT enhanced by iodine staining were all sensitive to, and able to recognize, the skull-base tumor in the murine model. No significant difference (p > 0.9999) was observed between average GTV according to MR imaging (176.67 ± 19.6 mm3) and the histological measurement result (170.23 ± 22.24 mm3) for the murine model. In contrast, the GTVs according to CT (88.77 ± 13.03 mm3, p < 0.0001) and 18FDG PET (35.67 ± 6.56 mm3, p < 0.0001) were much smaller. In nine patients for whom the three modalities were available, tumor volume comparisons tended to be consistent with the murine model data. According to both the established murine model and clinical patient data, MR imaging possessed the optimal ability to recognize tumor contours.","Journal of cranio-maxillo-facial surgery : official publication of the European Association for Cranio-Maxillo-Facial Surgery",31884029,18FDG,"fluorine-18 fluorodeoxyglucose",MR,NULL,NULL
32290,"Spatial heterogeneity of radiolabeled choline positron emission tomography in tumors of patients with non-small cell lung cancer: first-in-patient evaluation of [18F]fluoromethyl-(1,2-2H4)-choline.","Purpose: The spatio-molecular distribution of choline and its metabolites in tumors is highly heterogeneous. Due to regulation of choline metabolism by hypoxic transcriptional signaling and other survival factors, we envisage that detection of such heterogeneity in patient tumors could provide the basis for advanced localized therapy. However, non-invasive methods to assess this phenomenon in patients are limited. We investigated such heterogeneity in Non-Small Cell Lung Cancer (NSCLC) with [18F]fluoromethyl-(1,2-2H4) choline ([18F]D4-FCH) and positron emission tomography/computed tomography (PET/CT). Experimental design: [18F]D4-FCH (300.5±72.9MBq [147.60-363.6MBq]) was administered intravenously to 17 newly diagnosed NSCLC patients. PET/CT scans were acquired concurrently with radioactive blood sampling to permit mathematical modelling of blood-tissue transcellular rate constants. Comparisons were made with biopsy-derived choline kinase-α (CHKα) expression and diagnostic [18F]fluorodeoxyglucose ([18F]FDG) scans. Results: Oxidation of [18F]D4-FCH to [18F]D4-fluorobetaine was suppressed (48.58±0.31% parent at 60 min) likely due to the deuterium isotope effect embodied within the design of the radiotracer. Early (5 min) and late (60 min) images showed specific uptake of tracer in all 51 lesions (tumors, lymph nodes and metastases) from 17 patients analyzed. [18F]D4-FCH-derived uptake (SUV60max) in index primary lesions (n=17) ranged between 2.87-10.13; lower than that of [18F]FDG PET [6.89-22.64]. Mathematical modelling demonstrated net irreversible uptake of [18F]D4-FCH at steady-state, and parametric mapping of the entire tumor showed large intratumorally heterogeneity in radiotracer retention, which is likely to have influenced correlations with biopsy-derived CHKα expression. Conclusions: [18F]D4-FCH is detectable in NSCLC with large intratumorally heterogeneity, which could be exploited in the future for targeting localized therapy.",Theranostics,32754271,[18F]D4-FCH,"[18F]D4-FCH (300.5±72.9MBq [147.60-363.6MBq]",CHKα,NULL,NULL
34978,"Design, Synthesis, and Characterization of Benzimidazole Derivatives as Positron Emission Tomography Imaging Ligands for Metabotropic Glutamate Receptor 2.","Three benzimidazole derivatives (13-15) have been synthetized as potential positron emission tomography (PET) imaging ligands for mGluR2 in the brain. Of these compounds, 13 exhibits potent binding affinity (IC50 = 7.6 ± 0.9 nM), positive allosteric modulator (PAM) activity (EC50 = 51.2 nM), and excellent selectivity against other mGluR subtypes (>100-fold). [11C]13 was synthesized via O-[11C]methylation of its phenol precursor 25 with [11C]methyl iodide. The achieved radiochemical yield was 20 ± 2% (n = 10, decay-corrected) based on [11C]CO2 with a radiochemical purity of >98% and molar activity of 98 ± 30 GBq/μmol EOS. Ex vivo biodistribution studies revealed reversible accumulation of [11C]13 and hepatobiliary and urinary excretions. PET imaging studies in rats demonstrated that [11C]13 accumulated in the mGluR2-rich brain regions. Pre-administration of mGluR2-selective PAM, 17 reduced the brain uptake of [11C]13, indicating a selective binding. Therefore, [11C]13 is a potential PET imaging ligand for mGluR2 in different central nervous system-related conditions.","Journal of medicinal chemistry",32981322,[11C]13,"[11C]methyl iodide",mGluR2,"mGluR2-rich brain regions",NULL
39889,"Synthesis and Analysis of 64Cu-Labeled GE11-Modified Polymeric Micellar Nanoparticles for EGFR-Targeted Molecular Imaging in a Colorectal Cancer Model.","Polymeric micellar nanoparticles represent versatile and biocompatible platforms for targeted drug delivery. However, tracking their biodistribution, stability, and clearance profile in vivo is challenging. The goal of this study was to prepare surface-modified micelles with peptide GE11 for targeting the epidermal growth factor receptor (EGFR). In vitro fluorescence studies demonstrated significantly higher internalization of GE11 micelles into EGFR-expressing HCT116 colon cancer cells versus EGFR-negative SW620 cells. Azo coupling chemistry of tyrosine residues in the peptide backbone with aryl diazonium salts was used to label the micelles with radionuclide 64Cu for positron emission tomography (PET) imaging. In vivo analysis of 64Cu-labeled micelles showed prolonged blood circulation and predominant hepatobiliary clearance. The biodistribution profile of EGFR-targeting GE11 micelles was compared with nontargeting HW12 micelles in HCT116 tumor-bearing mice. PET revealed increasing tumor-to-muscle ratios for both micelles over 48 h. Accumulation of GE11-containing micelles in HCT116 tumors was higher compared to HW12-decorated micelles. Our data suggest that the efficacy of image-guided therapies with micellar nanoparticles could be enhanced by active targeting, as demonstrated with cancer biomarker EGFR.","Molecular pharmaceutics",32233491,64Cu,"HW12-decorated micelles",EGFR,NULL,"EGFR-expressing HCT116 colon cancer cells versus EGFR-negative SW620 cells"
53911,"Whole-Body [18F]FDG-PET/MRI vs. [18F]FDG-PET/CT in Malignant Melanoma.","PURPOSE
To assess the diagnostic performance of simultaneous whole-body 2-deoxy-2-[18F]fluoro-D-glucose ([18F]FDG) positron emission tomography (PET)/magnetic resonance imaging (MRI) compared to [18F]FDG PET/x-ray computed tomography (CT) for detection of distant metastatic disease in patients with malignant melanoma.


PROCEDURES
We included patients with malignant melanoma who underwent a single injection [18F]FDG dual-imaging protocol that included whole-body PET/CT and subsequent whole-body PET/MRI for staging or restaging purposes in a prospective setting. Images from both modalities were analyzed by two rater teams for the presence of metastatic lesions. PET/CT-PET/MRI overall agreement as well as region-based accuracies, sensitivities (Se), and specificities (Sp) were computed.


RESULTS
Between July 2014 and December 2018, 22 patients were enrolled. Interrater agreement and overall accuracy (consensus reading) were 78.8 % (95 % CI 71-84.9) and 96.1 % (95 % CI 92.3-98) for PET/MRI and 78 % (70.2-84.3) and 97.4 % (95 % CI 93.7-98.9) for PET/CT, respectively (P = 0.42). PET/MRI reached a region-based Se of 89.1 % (95 % CI 79.4-94.5) and a Sp of 100 %, whereas PET/CT showed a region-based Se of 92.7 % (95 % CI 84-96.9) and a Sp of 100 % for the detection of metastatic disease in malignant melanoma.


CONCLUSIONS
Whole-body [18F]FDG-PET/MRI appears to be comparable to [18F]FDG-PET/CT for lesion detection in patients with malignant melanoma.","Molecular imaging and biology",31363965,[18F]FDG-PET/CT,"[18F]FDG PET/x-ray",NULL,NULL,NULL
59215,"PET Imaging for Dynamically Monitoring Neuroinflammation in APP/PS1 Mouse Model Using [18F]DPA714.","Background: In the pathogenesis of Alzheimer's disease (AD), microglia play an increasingly important role. Molecular imaging of neuroinflammatory targeting microglia activation and the high expression of 18-kDa translocator protein (TSPO) has become a hot topic of research in recent years. Dynamic monitoring neuroinflammation is crucial for discovering the best time point of anti-inflammatory therapy. Motivated by this, Positron emission tomography (PET) imaging in an APP/PS1 mouse model of AD, using 18F-labeled DPA-714 to monitor microglia activation and neuroinflammation, were performed in this paper. Methods: We prepared [18F]DPA714 and tested the biological characteristics of the molecular probe in normal mice. To obtain a higher radiochemical yield, we improved the [18F]-fluorination conditions in the precursor dosage, reaction temperature, and synthesis time. We performed [18F]DPA714 PET scanning on APP/PS1 mice at 6-7, 9-10, 12-13, and 15-16 months of age, respectively. The same experiments were conducted in Wild-type (Wt) mice as a control. Referring to the [18F]DPA714 concentrated situation in the brain, we performed blocking experiments with PK11195 (1 mg/kg) in 12-13-months-old APP/PS1 mice to confirm the specificity of [18F]DPA714 for TSPO in the APP/PS1 mice. Reconstructed brain PET images, fused with the Magnetic Resonance Imaging (MRI) template atlas, and the volumes of interests (VOIs) of the hippocampus and cortex were determined. The distribution of [18F]DPA714 in the brain tissues of 15-16-months-old APP/PS1 and Wt mice were studied by immunofluorescence staining. Results: Through the reaction of 18F, with 2 mg precursor dissolved in 300 ul acetonitrile at 105°C for 10 min, we obtained the optimal radiochemical yield of 42.3 ± 5.1% (non-decay correction). Quantitative analysis of brain PET images showed that the [18F]DPA714 uptake in the cortex and hippocampus of 12-13-months-old APP/PS1 mice was higher than that of the control mice of the same age (cortex/muscle: 2.77 ± 0.13 vs. 1.93 ± 0.32, p = 0.0014; hippocampus/muscle: 3.33 ± 0.10 vs. 2.10 ± 0.35, p = 0.0008). The same significant difference was found between 15- and 16-months-old APP/PS1 mice (cortex/muscle: 2.64 ± 0.14 vs. 1.86 ± 0.52, p=0.0159; hippocampus/muscle: 2.89 ± 0.53 vs. 1.77 ± 0.48, p = 0.0050). Immunofluorescence staining showed that the activation of microglia and the level of TSPO expression in the cortex and hippocampus of APP/PS1 mice were significantly higher than Wt mice. Conclusion: [18F]DPA714, a molecular probe for targeting TSPO, showed great potential in monitoring microglia activation and neuroinflammation, which can be helpful in discovering the best time point for anti-inflammatory therapy in AD.","Frontiers in neuroscience",33132817,[18F]DPA714,"18F-labeled DPA-714",TSPO,NULL,NULL
63263,"18F-Choline PET/mpMRI for Detection of Clinically Significant Prostate Cancer: Part 1. Improved Risk Stratification for MRI-Guided Transrectal Prostate Biopsies.","A prospective single-arm clinical trial was conducted to determine whether 18F-choline PET/mpMRI can improve the specificity of multiparametric MRI (mpMRI) of the prostate for Gleason ≥ 3+4 prostate cancer. Methods: Before targeted and systematic prostate biopsy, mpMRI and 18F-choline PET/CT were performed on 56 evaluable subjects with 90 Likert score 3-5 mpMRI target lesions, using a 18F-choline target-to-background ratio of greater than 1.58 to indicate a positive 18F-choline result. Prostate biopsies were performed after registration of real-time transrectal ultrasound with T2-weighted MRI. A mixed-effects logistic regression was applied to measure the performance of mpMRI (based on prospective Likert and retrospective Prostate Imaging Reporting and Data System, version 2 [PI-RADS], scores) compared with 18F-choline PET/mpMRI to detect Gleason ≥ 3+4 cancer. Results: The per-lesion accuracy of systematic plus targeted biopsy for mpMRI alone was 67.8% (area under receiver-operating-characteristic curve [AUC], 0.73) for Likert 4-5 and 70.0% (AUC, 0.76) for PI-RADS 3-5. Several PET/MRI models incorporating 18F-choline with mpMRI data were investigated. The most promising model selected all high-risk disease on mpMRI (Likert 5 or PI-RADS 5) plus low- and intermediate-risk disease (Likert 4 or PI-RADS 3-4), with an elevated 18F-choline target-to-background ratio greater than 1.58 as positive for significant cancer. Using this approach, the accuracy on a per-lesion basis significantly improved to 88.9% for Likert (AUC, 0.90; P < 0.001) and 91.1% for PI-RADS (AUC, 0.92; P < 0.001). On a per-patient basis, the accuracy improved to 92.9% for Likert (AUC, 0.93; P < 0.001) and to 91.1% for PI-RADS (AUC, 0.91; P = 0.009). Conclusion: 18F-choline PET/mpMRI improved the identification of Gleason ≥ 3+4 prostate cancer compared with mpMRI, with the principal effect being improved risk stratification of intermediate-risk mpMRI lesions.","Journal of nuclear medicine : official publication, Society of Nuclear Medicine",31420496,18F-choline,"18F-choline PET/mpMRI",NULL,NULL,NULL
64695,"Quantification of SV2A Binding in Rodent Brain Using [18F]SynVesT-1 and PET Imaging.","PURPOSE
Synapse loss is a hallmark of Alzheimer's disease (AD) and correlates with cognitive decline. The validation of a noninvasive in vivo imaging approach to quantify synapse would greatly facilitate our understanding of AD pathogenesis and assist drug developments for AD. As animal models of neurodegenerative and neuropsychiatric disorders play a critical role in the drug discovery and development process, a robust, objective, and translational method for quantifying therapeutic drug efficacy in animal models will facilitate the drug development process. In this study, we tested the quantification reliability of the SV2A PET tracer, [18F]SynVesT-1, in a mouse model of AD (APP/PS1) and wild-type controls, and developed a simplified quantification method to facilitate large cohort preclinical imaging studies.


PROCEDURES
We generated nondisplaceable binding potential (BPND) and distribution volume ratio (DVR) values using the simplified reference tissue model (SRTM) on the 90-min dynamic PET imaging data, with brain stem and cerebellum as the reference region, respectively. Then, we correlated the standardized uptake value ratio (SUVR)-1 and SUVR averaged from different imaging windows with BPND and DVR, using brain stem and cerebellum as the reference region, respectively. We performed homologous competitive binding assay and autoradiographic saturation binding assay using [18F]SynVesT-1 to calculate the Bmax and Kd.


RESULTS
Using brain stem as the reference region, the averaged SUVR-1 from 30 to 60 min postinjection correlated well with the BPND calculated using SRTM. Using cerebellum as the reference region, the averaged SUVR from 30 to 60 min postinjection correlated well with the SRTM DVR. From the homologous competitive binding assay and autoradiographic saturation binding assay, the calculated the Bmax and Kd were 4.5-18 pmol/mg protein and 9.8-19.6 nM, respectively, for rodent brain tissue.


CONCLUSIONS
This simplified SUVR method provides reasonable SV2A measures in APP/PS1 mice and their littermate controls. Our data indicate that, in lieu of a full 90-min dynamic scan, a 30-min static PET scan (from 30 to 60 min postinjection) would be sufficient to provide quantification data on SV2A expression, equivalent to the data generated from kinetic modeling. The methods developed here are readily applicable to the evaluation of therapeutic effects of novel drugs in this rodent model using [18F]SynVesT-1 and small animal PET.","Molecular imaging and biology",33258040,[18F]SynVesT-1,NULL,NULL,NULL,NULL
4041,"Right Ventricle Metastasis from Carcinoma Rectum: Findings on 18F-Fluorodeoxyglucose Positron Emission Tomography-Computed Tomography.","Rectal adenocarcinoma metastasizes most commonly to the lungs and liver. Metastasis to heart, although described in literature, is a very rare phenomenon. We describe the 18F-fluorodeoxyglucose positron emission tomography-computed tomography (18F-FDG PET-CT) findings of a 45-year-old male who was a biopsy-proven case of adenocarcinoma rectum. Apart from metastatic disease involving liver, lungs, bone marrow, and lymph nodes, metastasis to right ventricle was also seen on PET-CT scan.","Indian journal of nuclear medicine : IJNM : the official journal of the Society of Nuclear Medicine, India",31949380,18F-fluorodeoxyglucose,"18F-FDG PET-CT",PET-CT,NULL,NULL
25857,"Rhodium-Catalyzed Addition of Organozinc Iodides to Carbon-11 Isocyanates.","Amides were prepared using rhodium-catalyzed coupling of organozinc iodides and carbon-11 (11C, t1/2 = 20.4 min) isocyanates. Nonradioactive isocyanates and sp3 or sp2 organozinc iodides generated amides in yields of 13%-87%. Incorporation of cyclotron-produced [11C]CO2 into 11C-amide products proceeded in yields of 5%-99%. The synthetic utility of the methodology was demonstrated through the isolation of [11C]N-(4-fluorophenyl)-4-methoxybenzamide ([11C]6g) with a molar activity of 267 GBq μmol-1 and 12% radiochemical yield in 21 min from the beginning of synthesis.","Organic letters",32207625,[11C]N-(4-fluorophenyl)-4-methoxybenzamide,[11C]6g),5%-99,NULL,NULL
29944,"TSPO imaging-guided characterization of the immunosuppressive myeloid tumor microenvironment in patients with malignant glioma.","BACKGROUND
Tumor-associated microglia and macrophages (TAMs) and myeloid-derived suppressor cells (MDSCs) are potent immunosuppressors in the glioma tumor microenvironment (TME). Their infiltration is associated with tumor grade, progression, and therapy resistance. Specific tools for image-guided analysis of spatiotemporal changes in the immunosuppressive myeloid tumor compartments are missing. We aimed (i) to evaluate the role of fluorodeoxyglucose (18F)DPA-714* (translocator protein [TSPO]) PET-MRI in the assessment of the immunosuppressive TME in glioma patients, and (ii) to cross-correlate imaging findings with in-depth immunophenotyping.


METHODS
To characterize the glioma TME, a mixed collective of 9 glioma patients underwent [18F]DPA-714-PET-MRI in addition to [18F]fluoro-ethyl-tyrosine (FET)-PET-MRI. Image-guided biopsy samples were immunophenotyped by multiparametric flow cytometry and immunohistochemistry. In vitro autoradiography was performed for image validation and assessment of tracer binding specificity.


RESULTS
We found a strong relationship (r = 0.84, P = 0.009) between the [18F]DPA-714 uptake and the number and activation level of glioma-associated myeloid cells (GAMs). TSPO expression was mainly restricted to human leukocyte antigen D related-positive (HLA-DR+) activated GAMs, particularly to tumor-infiltrating HLA-DR+ MDSCs and TAMs. [18F]DPA-714-positive tissue volumes exceeded [18F]FET-positive volumes and showed a differential spatial distribution.


CONCLUSION
[18F]DPA-714-PET may be used to non-invasively image the glioma-associated immunosuppressive TME in vivo. This imaging paradigm may also help to characterize the heterogeneity of the glioma TME with respect to the degree of myeloid cell infiltration at various disease stages. [18F]DPA-714 may also facilitate the development of new image-guided therapies targeting the myeloid-derived TME.",Neuro-oncology,32047908,[18F]DPA-714,(18F)DPA-714*,"human leukocyte antigen D related-positive",NULL,NULL
43137,"Radiosynthesis and Biodistribution of 18F-Linezolid in Mycobacterium tuberculosis-Infected Mice Using Positron Emission Tomography.","Oxazolidinones are a novel class of antibacterials with excellent activity against resistant Gram-positive bacteria including strains causing multidrug-resistant tuberculosis (TB). Despite their excellent efficacy, optimal dosing strategies to limit their toxicities are still under development. Here, we developed a novel synthetic strategy for fluorine-18-radiolabeled oxazolidinones. As proof-of-concept, we performed whole-body 18F-linezolid positron emission tomography (PET) in a mouse model of pulmonary TB for noninvasive in situ measurements of time-activity curves in multiple compartments with subsequent confirmation by ex vivo tissue gamma counting. After intravenous injection, 18F-linezolid rapidly distributed to all organs with excellent penetration into Mycobacterium tuberculosis-infected lungs. Drug biodistribution studies with PET can provide unbiased, in situ drug measurements, which could boost efforts to optimize antibiotic dosing strategies.","ACS infectious diseases",32243132,18F-linezolid,"fluorine-18-radiolabeled oxazolidinones",NULL,NULL,NULL
44874,"Copper(I)-Mediated 11C-Carboxylation of (Hetero)arylstannanes.","A novel copper-mediated carboxylation strategy of aryl- and heteroaryl-stannanes is described. The method serves as a mild (i.e., 1 atm) carboxylation method using stable carbon dioxide and is transferable as a radiosynthetic approach for carbon-11-labeled aromatic and heteroaromatic carboxylic acids using sub-stoichiometric quantities of [11C]CO2. The methodology was applied to the radiosynthesis of the retinoid X receptor agonist, [11C]bexarotene, with a decay-corrected radiochemical yield of 32 ± 5% and molar activity of 38 ± 23 GBq/μmol (n = 3).","ACS omega",32309734,[11C]bexarotene,"carbon-11-labeled aromatic","retinoid X receptor",NULL,NULL
33814,"Preliminary in vivo evidence of lower hippocampal synaptic density in cannabis use disorder.","Cannabis is one of the most commonly and widely used psychoactive drugs. The rates of cannabis misuse have been increasing. Therefore, understanding the effects of cannabis use on the brain is important. Adolescent and adult rodents exposed to repeated administration of cannabinoids show persistent microstructural changes in the hippocampus both pre- and post-synaptically. Whether similar alterations exist in human cannabis users, has not yet been demonstrated in vivo. Positron emission tomography (PET) and [11C]UCB-J, a radioligand for the synaptic vesicle glycoprotein 2A (SV2A), were used to study hippocampal synaptic integrity in vivo in an equal number (n = 12) of subjects with DSM-5 cannabis use disorder (CUD) and matched healthy controls (HC). Arterial sampling was used to measure plasma input function. [11C]UCB-J binding potential (BPND) was estimated using a one-tissue (1T) compartment model with centrum semiovale as the reference region. Hippocampal function was assessed using a verbal memory task. Relative to HCs, CUDs showed significantly lower [11C]UCB-J BPND in the hippocampus (~10%, p = 0.008, effect size 1.2) and also performed worse on the verbal memory task. These group differences in hippocampal BPND persisted after correction for volume differences (p = 0.013), and correction for both age and volume (p = 0.03). We demonstrate, for the first time, in vivo evidence of lower hippocampal synaptic density in cannabis use disorder. These results are consistent with the microstructural findings from experimental studies with cannabinoids in animals, and studies of hippocampal macrostructure in human with CUD. Whether the lower hippocampal synaptic density resolves with abstinence warrants further study.","Molecular psychiatry",32973170,[11C]UCB-J,"[11C]UCB-J BPND",CUDs,NULL,NULL
48358,"Imaging Inflammation in Atherosclerosis with CXCR4-Directed 68Ga-Pentixafor PET/CT: Correlation with 18F-FDG PET/CT.","C-X-C motif chemokine receptor 4 (CXCR4) is expressed on the surface of various cell types involved in atherosclerosis, with a particularly rich receptor expression on macrophages and T cells. First pilot studies with 68Ga-pentixafor, a novel CXCR4-directed PET tracer, have shown promise to noninvasively image inflammation within atherosclerotic plaques. The aim of this retrospective study was to investigate the performance of 68Ga-pentixafor PET/CT for imaging atherosclerosis in comparison to 18F-FDG PET/CT. Methods: Ninety-two patients (37 women and 55 men; mean age, 62 ± 10 y) underwent 68Ga-pentixafor and 18F-FDG PET/CT for staging of oncologic diseases. In these subjects, lesions in the walls of large arteries were identified using morphologic and PET criteria for atherosclerosis (n = 652). Tracer uptake was measured and adjusted for vascular lumen (background) signal by calculation of target-to-background ratios (TBRs) by 2 investigators masked to the other PET scan. On a lesion-to-lesion and patient basis, the TBRs of both PET tracers were compared and additionally correlated to the degree of arterial calcification as quantified in CT. Results: On a lesion-to-lesion basis, 68Ga-pentixafor and 18F-FDG uptake showed a weak correlation (r = 0.28; P < 0.01). 68Ga-pentixafor PET identified more lesions (n = 290; TBR ≥ 1.6, P < 0.01) and demonstrated higher uptake than 18F-FDG PET (1.8 ± 0.5 vs. 1.4 ± 0.4; P < 0.01). The degree of plaque calcification correlated negatively with both 68Ga-pentixafor and 18F-FDG uptake (r = -0.38 vs. -0.31, both P < 0.00001). Conclusion: CXCR4-directed imaging of the arterial wall with 68Ga-pentixafor PET/CT identified more lesions than 18F-FDG PET/CT, with only a weak correlation between tracers. Further studies to elucidate the underlying biologic mechanisms and sources of CXCR4 positivity, and to investigate the clinical utility of chemokine receptor-directed imaging of atherosclerosis, are highly warranted.","Journal of nuclear medicine : official publication, Society of Nuclear Medicine",31653710,68Ga-pentixafor,"18F-FDG PET/CT",CXCR4,NULL,NULL
53370,"Is whole body low dose CT still necessary in the era of 18F-FDG PET/CT for the assessment of bone disease in multiple myeloma patients?","OBJECTIVE
Whole body low dose computed tomography (WBLDCT) is the first-choice imaging modality to identify bone involvement in multiple myeloma (MM). Because the unenhanced LDCT co-registered to positron emission tomography (PET) (LDCT/PET) has similar technical characteristics to WBLDCT, we aimed to assess its reliability in the detection of bone disease, for employing fluorine-18-fluorodeoxyglucose (18F-FDG) PET/CT as unique multimodality imaging method in MM patients.


SUBJECTS AND METHODS
Thirty three consecutive MM patients were prospectively enrolled and evaluated with WBLDCT to assess bone involvement. In addition, patients underwent 18F-FDG PET/CT using a disease-tailored optimized LDCT protocol. To compare both methods, skeletal anatomical regions were identified and a per-region and per-patient analysis were performed using Cohen's k test. Low dose computed tomography/PET sensitivity, specificity and accuracy were also calculated.


RESULTS
The two imaging modalities resulted highly concordant considering both patient-based (k=0.841) and region-based analysis; some discrepancies were observed in dorsal spine (k=0.809) and thorax (k=0.756). Low dose computed tomography/PET sensitivity, specificity and accuracy were 89.4%, 98.3% and 93.5%, respectively.


CONCLUSION
Low dose computed tomography co-registered PET has comparable performance to WBLDCT. If confirmed on a lager sample, these encouraging results suggest the possibility to use this multimodal hybrid imaging as the only method for MM evaluation, rather than both exams, providing both morphologic and metabolic information in one session with impact on patient compliance, health care spending and especially radiation exposure.","Hellenic journal of nuclear medicine",33306757,18F-FDG,"18F-FDG PET/CT",NULL,NULL,NULL
57752,"Synthesis and evaluation of 2-pyrrolopyridinylquinoline derivatives as selective tau PET tracers for the diagnosis of Alzheimer's disease.","INTRODUCTION
[18F]THK-5351 was originally developed as a positron emission tomography (PET) imaging tracer for the detection of accumulated tau proteins, the pathological hallmark of Alzheimer's disease (AD). However, clinical studies of [18F]THK-5351 revealed the existence of off-target binding to monoamine oxidase-B (MAO-B). To overcome this off-target binding, in this work, we synthesized and evaluated 2-pyrrolopyridinylquinoline (PPQ) derivatives as selective tau PET imaging tracers.


METHODS
The core structure of PPQ derivatives was synthesized mainly using the Buchwald-Hartwig amination coupling reaction. All derivatives were evaluated for binding affinity towards tau and MAO-B by in vitro competitive binding assay. Radiosynthesis of PPQ derivatives was performed by 18F-radiolabeling of their tosylate precursors with activated [18F]KF/Kryptofix222 complex in dimethylsulfoxide by heating at 110 °C for 10 min. The biological properties of these [18F]PPQ derivatives were characterized by in vitro autoradiography of postmortem AD brain sections and by assay of ex vivo biodistribution in mice.


RESULTS
The PPQ derivatives were synthesized, with yields of 49-84%. In vitro competitive binding assay revealed that two novel PPQ derivatives-PPQ8 and PPQ9-demonstrated high binding affinity for tau (IC50 = 4.9 and 6.9 nM, respectively). The radiosynthesis of [18F]PPQ8 and [18F]PPQ9 yielded 1.4% and 50.1% isolated non-decay corrected radiochemical yield, respectively, with >99% radiochemical purity. The molar radioactivities of [18F]PPQ8 and [18F]PPQ9 were 16.9 and 64.8 GBq/μmol, respectively. The in vitro and ex vivo biological characterization of [18F]PPQ8 and [18F]PPQ9 revealed that these tracers were selective for tau in AD brain sections without off-target binding, and they furthermore demonstrated brain uptake in normal mice.


CONCLUSIONS
18F-labeled PPQ derivatives improved binding affinity and selectivity for tau aggregates in AD. Further structural optimization to improve pharmacokinetics for potent tau PET imaging tracers is required.","Nuclear medicine and biology",33221641,[18F]PPQ9,"18F-labeled PPQ derivatives",NULL,NULL,NULL
34751,"One-step radiosynthesis and initial evaluation of a small molecule PET tracer for PD-L1 imaging.","Programmed cell death protein-ligand 1 (PD-L1) is a crucial biomarker in immunotherapy and its expression level plays a key role in the guidance of anti-PD-L1 therapy. It had been reported that PD-L1 was quantified by noninvasive imaging with more developed radiotracers. In our study, a novel [18F]fluoride labeled small molecule inhibitor, [18F]LN was designed for positron emission tomography (PET) imaging in both PD-L1 transfected (A375-hPD-L1) and non-transfected (A375) melanoma-bearing mice. LN showed the specificity (IC50 = 50.39 ± 2.65 nM) to PD-L1 confirmed by competitive combination and cell flow cytometry (FACS) analysis. The radiotracer [18F]LN was obtained via 18F-19F isotope exchange from precursor LN. After radiosynthesis, [18F]LN was achieved with a high radiochemical purity (RCP) above 95% and got a favorable molar activity of 36.34 ± 5.73 GBq/μmol. [18F]LN displayed the moderate affinity (Kd = 65.27 ± 3.47 nM) to PD-L1 by specific binding assay. And it showed 1.3-fold higher uptake in A375-hPD-L1 cells than that in A375 cells. PET imaging revealed that [18F]LN could enter into PD-L1 expressing tumor site and visualize the outline of tumor. And tumor uptake (1.96 ± 0.27 %ID/g) reached the maximum at 15 min in the positive group, showed 2.2-fold higher than the negative (0.89 ± 0.31 %ID/g) or the blocked (1.07 ± 0.26 %ID/g) groups. Meanwhile, biodistribution could slightly distinguish the positive from the negative. The results indicated [18F]LN would become an efficient tool for evaluating PD-L1 expression with further optimization.","Bioorganic & medicinal chemistry letters",32979488,[18F]LN,"[18F]fluoride labeled small molecule inhibitor",PD-L1,NULL,"A375 cells"
